Institute Name,Academic Program,Quota,Seat Type,Gender,Opening Rank,Closing Rank
"National Institute of
Technology,
Tiruchirappalli","Civil Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,6660,18965
"National Institute of
Technology,
Tiruchirappalli","Civil Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",20469,27581
"National Institute of
Technology,
Tiruchirappalli","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,1196,5066
"National Institute of
Technology,
Tiruchirappalli","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",3258,9721
"National Institute of
Technology,
Tiruchirappalli","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,299,1224
"National Institute of
Technology,
Tiruchirappalli","Computer Science and
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",1426,2172
"National Institute of
Technology,
Tiruchirappalli","Instrumentation and
Control Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",11048,15619
"National Institute of
Technology,
Tiruchirappalli","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,9999,16002
"National Institute of
Technology,
Tiruchirappalli","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",21318,27827
"National Institute of
Technology,
Tiruchirappalli","Mechanical Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,5023,9305
"National Institute of
Technology,
Tiruchirappalli","Mechanical Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",14067,16912
"National Institute of
Technology,
Tiruchirappalli","Metallurgical and
Materials Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,18454,30319
"National Institute of
Technology,
Tiruchirappalli","Metallurgical and
Materials Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",29482,43127
"National Institute of
Technology,
Tiruchirappalli","Metallurgical and
Materials Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,15466,22521
"National Institute of
Technology,
Tiruchirappalli","Metallurgical and
Materials Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",24127,28329
"National Institute of
Technology,
Tiruchirappalli","Production Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,19582,24973
"National Institute of
Technology,
Tiruchirappalli","Production Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",32476,35594
"National Institute of
Technology,
Uttarakhand","Electrical and
Electronics Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",33741,33741
"National Institute of
Technology,
Uttarakhand","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,40057,45096
"National Institute of
Technology,
Uttarakhand","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",50662,50662
"National Institute of
Technology,
Uttarakhand","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,22097,26226
"National Institute of
Technology,
Uttarakhand","Electronics and
Communication
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",30330,33827
"National Institute of
Technology,
Uttarakhand","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,54064,59119
"National Institute of
Technology,
Uttarakhand","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",55951,55951
"National Institute of
Technology,
Uttarakhand","Mechanical Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,37781,40565
"National Institute of
Technology,
Uttarakhand","Mechanical Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",51410,51410
"National Institute of
Technology, Warangal","Bio Technology (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,27094,39862
"National Institute of
Technology, Warangal","Bio Technology (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",29664,35190
"National Institute of
Technology, Warangal","Bio Technology (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,15149,30707
"National Institute of
Technology, Warangal","Bio Technology (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",15370,22944
"National Institute of
Technology, Warangal","Chemical Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,10578,26477
"National Institute of
Technology, Warangal","Chemical Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",23428,26391
"National Institute of
Technology, Warangal","Chemical Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,15610,18833
"National Institute of
Technology, Warangal","Chemical Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",20825,22134
"National Institute of
Technology, Warangal","Chemistry (5 Years,
Integrated Master of
Science)",HS,OPEN,Gender-Neutral,44550,45516
"National Institute of
Technology, Warangal","Chemistry (5 Years,
Integrated Master of
Science)",HS,OPEN,"Female-only
(including
Supernumerary)",42267,42267
"National Institute of
Technology, Warangal","Chemistry (5 Years,
Integrated Master of
Science)",OS,OPEN,Gender-Neutral,25299,31513
"National Institute of
Technology, Warangal","Chemistry (5 Years,
Integrated Master of
Science)",OS,OPEN,"Female-only
(including
Supernumerary)",42773,42773
"National Institute of
Technology, Warangal","Civil Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,23188,29824
"National Institute of
Technology, Warangal","Civil Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",31822,36132
"National Institute of
Technology, Warangal","Civil Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,19905,25857
"National Institute of
Technology, Warangal","Civil Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",32645,36778
"National Institute of
Technology, Warangal","Mathematics (5 Years,
Integrated Master of
Science)",HS,OPEN,Gender-Neutral,30763,44795
"National Institute of
Technology, Warangal","Mathematics (5 Years,
Integrated Master of
Science)",HS,OPEN,"Female-only
(including
Supernumerary)",43889,43889
"National Institute of
Technology, Warangal","Mathematics (5 Years,
Integrated Master of
Science)",OS,OPEN,Gender-Neutral,19576,23183
"National Institute of
Technology, Warangal","Mathematics (5 Years,
Integrated Master of
Science)",OS,OPEN,"Female-only
(including
Supernumerary)",33298,33298
"National Institute of
Technology, Warangal","Mathematics and
Computing (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,3403,4102
"National Institute of
Technology, Warangal","Mathematics and
Computing (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",6672,6672
"National Institute of
Technology, Warangal","Mathematics and
Computing (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,2617,3436
"National Institute of
Technology, Warangal","Mathematics and
Computing (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",4553,4553
"National Institute of
Technology, Warangal","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,10334,17079
"National Institute of
Technology, Warangal","Mechanical Engineering
(4 Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",16605,23288
"National Institute of
Technology, Warangal","Mechanical Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,11580,14333
"National Institute of
Technology, Warangal","Mechanical Engineering
(4 Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",19168,25047
"National Institute of
Technology, Warangal","Metallurgical and
Materials Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,29668,39273
"National Institute of
Technology, Warangal","Metallurgical and
Materials Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",30711,34591
"National Institute of
Technology, Warangal","Metallurgical and
Materials Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,25037,28135
"National Institute of
Technology, Warangal","Metallurgical and
Materials Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",29050,33978
"National Institute of
Technology, Warangal","Physics (5 Years,
Integrated Master of
Science)",HS,OPEN,Gender-Neutral,31119,37580
"National Institute of
Technology, Warangal","Physics (5 Years,
Integrated Master of
Science)",HS,OPEN,"Female-only
(including
Supernumerary)",52205,52205
"National Institute of
Technology, Warangal","Physics (5 Years,
Integrated Master of
Science)",OS,OPEN,Gender-Neutral,11345,22490
"National Institute of
Technology, Warangal","Physics (5 Years,
Integrated Master of
Science)",OS,OPEN,"Female-only
(including
Supernumerary)",24447,24447
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Artificial Intelligence (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,6960,10289
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Artificial Intelligence (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",10282,19691
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Artificial Intelligence (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,6925,9454
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Artificial Intelligence (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",9014,15050
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Artificial Intelligence (5
Years, Integrated B.
Tech. and M. Tech.)",HS,OPEN,Gender-Neutral,10459,12529
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Artificial Intelligence (5
Years, Integrated B.
Tech. and M. Tech.)",HS,OPEN,"Female-only
(including
Supernumerary)",15428,15428
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Artificial Intelligence (5
Years, Integrated B.
Tech. and M. Tech.)",OS,OPEN,Gender-Neutral,10624,12267
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Artificial Intelligence (5
Years, Integrated B.
Tech. and M. Tech.)",OS,OPEN,"Female-only
(including
Supernumerary)",19369,19369
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Chemical Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,27439,38431
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Chemical Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",36745,43891
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Chemical Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,26451,34327
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Chemical Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",32907,39516
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Chemistry (5 Years,
Integrated Master of
Science)",HS,OPEN,Gender-Neutral,49977,74869
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Chemistry (5 Years,
Integrated Master of
Science)",OS,OPEN,Gender-Neutral,39815,54901
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Civil Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,17078,44474
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Civil Engineering (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",36264,55500
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Civil Engineering (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,33336,42166
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Electronics and VLSI
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,13158,16775
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Electronics and VLSI
Engineering (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",21745,22994
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Electronics and VLSI
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,13519,16600
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Electronics and VLSI
Engineering (4 Years,
Bachelor of Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",22633,23295
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Engineering Physics (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,7284,35992
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Engineering Physics (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",43741,43741
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Engineering Physics (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,12447,24363
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Engineering Physics (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",34876,34876
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Industrial Chemistry (4
Years, Bachelor of
Technology)",HS,OPEN,Gender-Neutral,42069,49761
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Industrial Chemistry (4
Years, Bachelor of
Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",44819,44819
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Industrial Chemistry (4
Years, Bachelor of
Technology)",OS,OPEN,Gender-Neutral,44273,46870
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Industrial Chemistry (4
Years, Bachelor of
Technology)",OS,OPEN,"Female-only
(including
Supernumerary)",52698,52698
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Mathematics (5 Years,
Integrated Master of
Science)",HS,OPEN,Gender-Neutral,33517,63356
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Mathematics (5 Years,
Integrated Master of
Science)",OS,OPEN,Gender-Neutral,21547,45094
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Mathematics and
Computing (4 Years,
Bachelor of Technology)",HS,OPEN,Gender-Neutral,7495,9379
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Mathematics and
Computing (4 Years,
Bachelor of Technology)",HS,OPEN,"Female-only
(including
Supernumerary)",16644,16644
"Sardar Vallabhbhai
National Institute of
Technology, Surat","Mathematics and
Computing (4 Years,
Bachelor of Technology)",OS,OPEN,Gender-Neutral,7683,9746
